species,order,family,asr,b.mass,chick.brd,chick.brd.abs,chick.dfc,chick.dur,chick.feed,chick.feed.abs,clutch.num,clutch.size,dev.mod,egg.mass,epb,epy,f.mass,f.tail,f.tarsus,f.wing,femmor.a,fpg,fpg.scr,inc,inc.abs,inc.dur,m.mass,m.tail,m.tarsus,m_displ,m.wing,malmor.a,mating.system,mortality,mpg,mpg.scr,nest.bld,nest.bld.abs,nest.dur,nest.grd,pl.back,pl.belly,pl.extra,pl.head,pl.latitude,pl.mean,pl.median,pl.tail,pl.total,pl.wings,post.dur,postf.feed,postf.feed.abs,postf.grd,postf.grd.abs,testes,unsexed.mass,unsexed.tail,unsexed.tarsus,unsexed.wing
Pyrrhocorax_graculus,Passeriformes,Corvidae,NA,211.5,0,NA,NA,30,2,NA,1,4.733333333,0,16,NA,NA,207.3333333,162,45.1,258.6,0.125,0,0,0,NA,19.5,240.8,169,46.9,3,277.4,0.125,NA,0.125,0.001,1,2,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,211,NA,NA,NA
Pyrrhocorax_pyrrhocorax,Passeriformes,Corvidae,NA,277.75,0,NA,NA,38.5,2,NA,NA,3.95,NA,16.5,NA,NA,245.9,134,50,271.5,NA,0,0,0,0,19,286.6,144,53,3,276,NA,NA,NA,0,0,2,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,50,NA,NA,NA,NA,NA,276.68,NA,NA,NA
Pyrrholaemus_brunneus,Passeriformes,Acanthizidae,NA,12.5,NA,NA,2,13,2,NA,NA,3.25,0,2.04,NA,NA,11.4,NA,20.2,54.1,NA,NA,NA,0,0,NA,12.2,NA,21.1,1,56.8,NA,2,NA,NA,NA,0,0,NA,NA,0,2,0,2,-1,0,0.666666667,0,2,0,NA,NA,NA,NA,NA,0.08,12.5,NA,NA,NA
Pyrrhomyias_cinnamomeus,Passeriformes,Tyrannidae,NA,9.9,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA
Pyrrhoplectes_epauletta,Passeriformes,Fringillidae,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,1,NA,0,5,1,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
Pyrrhula_aurantiaca,Passeriformes,Fringillidae,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,-1,NA,0.4,NA,0,2,1,NA,NA,NA,NA,NA,NA,19.33,NA,NA,NA
Pyrrhula_erythaca,Passeriformes,Fringillidae,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,1,NA,1,NA,0.8,NA,0,4,1,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
Pyrrhula_erythrocephala,Passeriformes,Fringillidae,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0.8,NA,0,4,1,NA,NA,NA,NA,NA,NA,22.28,NA,NA,NA
Pyrrhula_leucogenis,Passeriformes,Fringillidae,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
Pyrrhula_murina,Passeriformes,Fringillidae,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
Pyrrhula_nipalensis,Passeriformes,Fringillidae,NA,24.6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,24.6,NA,NA,NA
Pyrrhula_pyrrhula,Passeriformes,Fringillidae,0.522,24.4,0,NA,2,15,2,NA,2,4.5425,0,2.41,NA,NA,31.2,69.6,17.7,91.8,0.595,0,0,0,NA,13,30.9,70.5,18,2,93.8,0.565,NA,0.58,0,0,0,NA,6,NA,1,2,NA,2,NA,1.2,NA,0,6,1,17.5,3,NA,NA,NA,0.052,23.03,NA,NA,NA
Pyrrhura_albipectus,Psittaciformes,Psittacidae,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,103.82,NA,NA,NA
Pyrrhura_calliptera,Psittaciformes,Psittacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,75.87,NA,NA,NA
Pyrrhura_cruentata,Psittaciformes,Psittacidae,NA,NA,NA,NA,NA,45,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,75.87,NA,NA,NA
Pyrrhura_devillei,Psittaciformes,Psittacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,75.87,NA,NA,NA
Pyrrhura_egregia,Psittaciformes,Psittacidae,NA,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,66.29,NA,NA,NA
Pyrrhura_frontalis,Psittaciformes,Psittacidae,NA,80.125,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,72,NA,NA,NA
Pyrrhura_griseipectus,Psittaciformes,Psittacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,75.87,NA,NA,NA
Pyrrhura_hoematotis,Psittaciformes,Psittacidae,NA,68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,68.7,NA,NA,NA
Pyrrhura_hoffmanni,Psittaciformes,Psittacidae,NA,82.2,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,82.2,NA,NA,NA
Pyrrhura_lepida,Psittaciformes,Psittacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,75,NA,NA,NA
Pyrrhura_leucotis,Psittaciformes,Psittacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,75.87,NA,NA,NA
Pyrrhura_melanura,Psittaciformes,Psittacidae,NA,70.6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70.57,NA,NA,NA
Pyrrhura_molinae,Psittaciformes,Psittacidae,NA,77.1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,77.095,NA,NA,NA
Pyrrhura_orcesi,Psittaciformes,Psittacidae,NA,70.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0.166666667,0,0,1,0,NA,NA,NA,NA,NA,NA,70.795,NA,NA,NA
Pyrrhura_perlata,Psittaciformes,Psittacidae,NA,75,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,74.99,NA,NA,NA
Pyrrhura_pfrimeri,Psittaciformes,Psittacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,75.87,NA,NA,NA
Pyrrhura_picta,Psittaciformes,Psittacidae,NA,62.1,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,62.1,NA,NA,NA
Pyrrhura_rhodocephala,Psittaciformes,Psittacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,75.87,NA,NA,NA
Pyrrhura_rhodogaster,Psittaciformes,Psittacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhura_rupicola,Psittaciformes,Psittacidae,NA,75,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,74.995,NA,NA,NA
Pyrrhura_viridicata,Psittaciformes,Psittacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,75.87,NA,NA,NA
Pyrrhurus_scandens,Passeriformes,Pycnonotidae,NA,43.95,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,40.7,NA,24.7,98.8,NA,NA,NA,0,NA,NA,47.2,NA,26.2,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,43.82,NA,NA,NA
Pytilia_afra,Passeriformes,Estrildidae,NA,16.6,NA,NA,NA,21,NA,NA,NA,3.25,NA,1.25,NA,NA,16.6,35,15.1,60.1,NA,0,0,2,NA,12.5,16.5,35.7,15,NA,60.5,NA,NA,NA,0,0,NA,NA,NA,NA,1,-1,NA,2,NA,0.6,NA,0,3,1,NA,NA,NA,NA,NA,NA,16.6,NA,NA,NA
Pytilia_hypogrammica,Passeriformes,Estrildidae,NA,14.8,NA,NA,NA,21,NA,NA,NA,3.5,NA,1.05,NA,NA,14.8,36.2,15.1,56.4,NA,NA,NA,NA,NA,13,14.3,37,15.4,1,58.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,1.2,NA,1,6,1,NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA
Pytilia_lineata,Passeriformes,Estrildidae,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7,16,1,59.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,14.3,NA,NA,NA
Pytilia_melba,Passeriformes,Estrildidae,NA,15.4,NA,NA,NA,21,2,NA,NA,3.75,0,1.27,NA,NA,15.4,NA,NA,NA,NA,0,0,3,NA,12.5,15.5,NA,NA,1,NA,NA,NA,NA,0,0,3,NA,NA,NA,1,1,NA,2,NA,0.8,NA,0,4,0,NA,NA,NA,NA,NA,NA,15.4,NA,NA,NA
Pytilia_phoenicoptera,Passeriformes,Estrildidae,NA,14.5,NA,NA,NA,20,NA,NA,NA,3.5,NA,1.27,NA,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA,14,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,NA,1,NA,0.6,NA,1,3,1,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA
Quelea_cardinalis,Passeriformes,Ploceidae,NA,12.7,NA,NA,NA,17,0,NA,NA,2.725,0,1.39,NA,NA,12.9,30.1,15.2,56.5,NA,0,0,0,NA,13,12.5,32.2,16.3,1,58.8,NA,NA,NA,NA,4,4,NA,1,NA,1,2,NA,2,NA,1.4,NA,1,7,1,NA,NA,NA,NA,NA,NA,12.69,NA,NA,NA
Quelea_erythrops,Passeriformes,Ploceidae,NA,19.4,NA,NA,NA,NA,NA,NA,NA,2.166666667,NA,1.78,NA,NA,17.7,31.4,17.1,60.9,NA,0,0,NA,NA,NA,21.1,34.2,18.3,1,64.2,NA,NA,NA,NA,4,NA,NA,NA,NA,0,1,NA,2,NA,0.8,NA,0,4,1,NA,NA,NA,NA,NA,NA,19.32,NA,NA,NA
Quelea_quelea,Passeriformes,Ploceidae,0.576,18.6,NA,NA,NA,10.5,2,NA,NA,2.95,0,1.78,43.2,NA,17.96666667,35.8,17.6,64.2,NA,0,0,1,NA,11,19.43333333,37.9,17.8,1,66,NA,NA,NA,0,0,4,NA,2.5,NA,0,1,NA,1,NA,0.2,NA,-1,1,0,NA,NA,NA,NA,NA,0.3,18.59,NA,NA,NA
Querula_purpurata,Passeriformes,Cotingidae,NA,107.675,NA,NA,NA,32.5,1,NA,NA,1,NA,NA,NA,NA,102.85,NA,NA,NA,NA,NA,NA,NA,NA,25,112.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,-1,0,0,0.166666667,0,4,0,NA,NA,NA,NA,NA,NA,107.35,NA,NA,NA
Quiscalus_lugubris,Passeriformes,Icteridae,NA,63.65,NA,NA,NA,14,2,NA,NA,2.8,0,NA,NA,NA,54.8,NA,NA,NA,NA,0,0,0,NA,12,72.5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,1,1,1,1,NA,1,NA,1,6,1,NA,NA,NA,NA,NA,NA,63.03,NA,NA,NA
Quiscalus_major,Passeriformes,Icteridae,NA,158.5,0,NA,2,13.5,0,NA,1,2.985,0,8,NA,NA,111.1333333,128.1,NA,141.7,0.308,0,0,0,NA,13,206.3333333,172.3,NA,NA,180.4,0.14,4,0.224,NA,4,0,NA,8.1,2,1,1,2,1,NA,1.166666667,NA,1,7,1,21,0,NA,NA,NA,2.02,151.21,NA,NA,NA
Quiscalus_mexicanus,Passeriformes,Icteridae,0.311,169,0,NA,3,12,0,NA,NA,3.395,0,7.8,NA,NA,115.9333333,145.6,40.4,143.3,NA,0,0,0,NA,13.5,221.6666667,204.7,47.9,NA,187.6,NA,4,NA,NA,4,0,NA,11,NA,1,1,2,1,NA,1.166666667,NA,1,7,1,NA,0,NA,NA,NA,3.576666667,160.47,NA,NA,NA
Quiscalus_nicaraguensis,Passeriformes,Icteridae,NA,65.9,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,47.8,NA,NA,NA,NA,0,0,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,1,6,1,NA,NA,NA,NA,NA,NA,63.36,NA,NA,NA
Quiscalus_niger,Passeriformes,Icteridae,NA,71.5625,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,0.833333333,NA,0,5,1,NA,NA,NA,NA,NA,NA,72.19,NA,NA,NA
Quiscalus_quiscula,Passeriformes,Icteridae,0.535,106.1,1,NA,NA,13.5,1,NA,NA,4.575,0,6.9,NA,NA,92.2,109.3,33.9,125.9,0.448,0,0,0,NA,13.5,119.7333333,125.5,34.4,NA,138.9,0.393,2,0.421,0.083,3,1,NA,4.25,NA,1,1,1,1,NA,1,NA,1,6,1,NA,NA,NA,NA,NA,1.395,105.18,NA,NA,NA
Rallina_canningi,Gruiformes,Rallidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,119.67,NA,NA,NA
Rallina_eurizonoides,Gruiformes,Rallidae,NA,109,NA,NA,NA,NA,2,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,109,NA,NA,NA
Rallina_fasciata,Gruiformes,Rallidae,NA,100,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
Rallina_forbesi,Gruiformes,Rallidae,NA,85.2,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-0.333333333,0,0,1,-2,NA,NA,NA,NA,NA,NA,85.13,NA,NA,NA
Rallina_leucospila,Gruiformes,Rallidae,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,0,0,0,0,-0.666666667,0,0,-2,-2,NA,NA,NA,NA,NA,NA,120,NA,NA,NA
Rallina_mayri,Gruiformes,Rallidae,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-0.333333333,0,0,1,-2,NA,NA,NA,NA,NA,NA,122.89,NA,NA,NA
Rallina_rubra,Gruiformes,Rallidae,NA,81,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,35.5,81,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,-2,0,0,0,0,-0.666666667,0,0,-2,-2,NA,NA,NA,NA,NA,NA,81,NA,NA,NA
Rallina_tricolor,Gruiformes,Rallidae,NA,178,NA,NA,2,35,2,NA,NA,4.8,1,13.2,NA,NA,NA,62,46.7,142.67,NA,0,0,2,NA,20,154.5,67.3,46.4,1,145,NA,2,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,178,NA,NA,NA
Rallus_antarcticus,Gruiformes,Rallidae,NA,60.4,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,60.4,NA,NA,NA
Rallus_aquaticus,Gruiformes,Rallidae,NA,111.5,2,NA,NA,25,2,NA,NA,8.3,1,13.2,NA,NA,101,48.4,38.5,116,NA,0,0,2,0,20,126,53,42.6,1,125,NA,NA,NA,0,0,2,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,32.5,NA,NA,NA,NA,NA,110.67,NA,NA,NA
Rallus_caerulescens,Gruiformes,Rallidae,NA,163,NA,NA,NA,49,2,NA,NA,3.8,2,14.8,NA,NA,145.5,41,38,115,NA,0,0,2,NA,20,177.75,46,42,NA,122,NA,NA,NA,0,0,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,1,NA,162.11,NA,NA,NA
Rallus_elegans,Gruiformes,Rallidae,NA,318.75,2,NA,NA,66.5,2,NA,2,10.7,2,21.1,NA,NA,291.5,64.4,54,154.3,NA,0,0,2,NA,22,387.75,65.9,58,NA,163.4,NA,2,NA,0,0,3,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0.72,364.155,NA,NA,NA
Rallus_limicola,Gruiformes,Rallidae,NA,84.1,1,NA,NA,24.5,2,NA,NA,8.233333333,1,10.5,NA,NA,69.3,40.6,32.4,100.1,NA,0,0,2,NA,19,89.4,43.8,35.1,NA,106.3,NA,2,NA,0,0,2,NA,7,NA,0,0,0,0,1,0,0,0,0,0,NA,2,NA,NA,NA,0.52,85.73333333,NA,NA,NA
Rallus_longirostris,Gruiformes,Rallidae,NA,262.5,2,NA,NA,38.5,2,NA,NA,7.575,1,18.8,NA,NA,220.9166665,60.8,45.5,141.6,NA,0,0,2,NA,23.5,280.8333335,66.6,49.6,NA,154.1,NA,NA,NA,0,0,3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,1,NA,259.35,NA,NA,NA
Rallus_madagascariensis,Gruiformes,Rallidae,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,114,NA,NA,NA
Rallus_semiplumbeus,Gruiformes,Rallidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,160.82,NA,NA,NA
Rallus_wetmorei,Gruiformes,Rallidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,160.82,NA,NA,NA
Ramphastos_ambiguus,Piciformes,Ramphastidae,NA,639.5,NA,NA,2,NA,2,NA,NA,2.4,NA,NA,NA,NA,599,NA,NA,NA,NA,NA,NA,2,NA,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,651.68,NA,NA,NA
Ramphastos_brevis,Piciformes,Ramphastidae,NA,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,412,NA,NA,NA
Ramphastos_culminatus,Piciformes,Ramphastidae,NA,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramphastos_cuvieri,Piciformes,Ramphastidae,NA,694.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
